dataset,dataset_label,player,player_key,source,source_label,source_kind,source_interpretation,target,horizon,n,positive_n,negative_n,positive_avg_return,negative_avg_return,side_edge_pp,positive_hit_rate,negative_hit_rate,positive_avg_drawdown,negative_avg_drawdown,hac_t,hac_p,better_side,abs_side_edge_pp,evidence
tff,TFF Detailed,Leveraged Funds,lev_money,vix_inverse,"VIX only, inverted",single,positive = net short VIX / hedge selling; negative = net long VIX / hedge buying,S&P 500,4w,534,514,20,1.0879310421189459,0.6305185999271535,0.45741244219179233,69.8443579766537,70.0,-2.508573448137242,-2.1894238071662735,0.5348290902532898,0.5927680453915745,positive,0.45741244219179233,none
tff,TFF Detailed,Leveraged Funds,lev_money,combined,Combined SP+NQ-VIX,combined,positive = equity risk-on net long; negative = equity risk-on net short,S&P 500,13w,525,31,494,1.0156756690007873,3.58358829106562,-2.5679126220648323,41.935483870967744,79.1497975708502,-9.553587573185085,-4.33837159265596,-0.8163397564426469,0.41430584199449566,negative,2.5679126220648323,weak/mixed
tff,TFF Detailed,Leveraged Funds,lev_money,sp500,S&P 500 only,single,positive = net long S&P 500; negative = net short S&P 500,S&P 500,13w,525,20,505,1.7825895388836621,3.4972807341539944,-1.7146911952703323,50.0,78.01980198019803,-6.549563994291428,-4.57094158743555,-0.43264613018905407,0.665271871035364,negative,1.7146911952703323,weak/mixed
tff,TFF Detailed,Leveraged Funds,lev_money,nq,NASDAQ-100 only,single,positive = net long NASDAQ-100; negative = net short NASDAQ-100,S&P 500,13w,525,108,417,3.6193196323562082,3.383434151633022,0.23588548072318627,83.33333333333334,75.29976019184652,-3.431569005970627,-4.960928846273271,0.25361697000953964,0.7997914850272806,positive,0.23588548072318627,none
tff,TFF Detailed,Leveraged Funds,lev_money,combined,Combined SP+NQ-VIX,combined,positive = equity risk-on net long; negative = equity risk-on net short,S&P 500,26w,512,31,481,2.0068690888526395,7.192188366464036,-5.185319277611397,51.61290322580645,81.91268191268192,-13.131642199207974,-6.1599756025452015,-0.8781022420767114,0.3798882363619214,negative,5.185319277611397,weak/mixed
tff,TFF Detailed,Leveraged Funds,lev_money,sp500,S&P 500 only,single,positive = net long S&P 500; negative = net short S&P 500,S&P 500,26w,512,20,492,2.9777731465587953,7.036788786773287,-4.059015640214492,55.00000000000001,81.09756097560977,-10.165654204956265,-6.436414814838544,-0.7249790032184253,0.4684649116774585,negative,4.059015640214492,weak/mixed
tff,TFF Detailed,Leveraged Funds,lev_money,nq,NASDAQ-100 only,single,positive = net long NASDAQ-100; negative = net short NASDAQ-100,S&P 500,26w,512,108,404,7.491635280044014,6.714254791531881,0.7773804885121329,88.88888888888889,77.72277227722772,-4.140783096857654,-7.234714352819461,0.6163514270553351,0.5376626039527386,positive,0.7773804885121329,none
tff,TFF Detailed,Leveraged Funds,lev_money,combined,Combined SP+NQ-VIX,combined,positive = equity risk-on net long; negative = equity risk-on net short,NASDAQ-100,1w,537,31,506,-0.2505085422145139,0.4369864090074337,-0.6874949512219476,54.83870967741935,59.88142292490119,-2.970313347810592,-1.3155742741380927,-1.1559949782941619,0.24768321103607377,negative,0.6874949512219476,none
tff,TFF Detailed,Leveraged Funds,lev_money,sp500,S&P 500 only,single,positive = net long S&P 500; negative = net short S&P 500,NASDAQ-100,1w,537,20,517,0.4573768776250384,0.39497450792381195,0.06240236970122648,65.0,59.381044487427474,-2.599650673314588,-1.3651204700768111,0.07841744023509005,0.9374960009475999,positive,0.06240236970122648,none
tff,TFF Detailed,Leveraged Funds,lev_money,nq,NASDAQ-100 only,single,positive = net long NASDAQ-100; negative = net short NASDAQ-100,NASDAQ-100,1w,537,108,429,0.4720780755090178,0.37847302096535584,0.09360505454366197,62.03703703703704,58.97435897435898,-1.1982235602407658,-1.4646903309790222,0.3443032838498335,0.7306182149437779,positive,0.09360505454366197,none
tff,TFF Detailed,Leveraged Funds,lev_money,vix_inverse,"VIX only, inverted",single,positive = net short VIX / hedge selling; negative = net long VIX / hedge buying,NASDAQ-100,1w,537,517,20,0.3982056206334668,0.3738526140804595,0.024353006553007317,59.57446808510638,60.0,-1.4191363206931897,-1.2033409348812103,0.04262023349655964,0.9660042661462124,positive,0.024353006553007317,none
tff,TFF Detailed,Leveraged Funds,lev_money,combined,Combined SP+NQ-VIX,combined,positive = equity risk-on net long; negative = equity risk-on net short,NASDAQ-100,4w,534,31,503,-0.4686265046560869,1.6990765742857128,-2.1677030789417997,38.70967741935484,69.78131212723659,-6.546554262758729,-2.9619219226120186,-1.3517459894996817,0.17645658747873547,negative,2.1677030789417997,weak/mixed
tff,TFF Detailed,Leveraged Funds,lev_money,sp500,S&P 500 only,single,positive = net long S&P 500; negative = net short S&P 500,NASDAQ-100,4w,534,20,514,2.129915714003075,1.551575449302166,0.5783402647009088,55.00000000000001,68.48249027237354,-4.506342121314907,-3.1180215307258132,0.31515778701932684,0.7526418546137355,positive,0.5783402647009088,none
tff,TFF Detailed,Leveraged Funds,lev_money,nq,NASDAQ-100 only,single,positive = net long NASDAQ-100; negative = net short NASDAQ-100,NASDAQ-100,4w,534,108,426,1.943847184553682,1.4792784020882093,0.46456878246547273,75.92592592592592,65.96244131455398,-2.3515984646197756,-3.3775053404704938,0.7573153759896828,0.44886094119835174,positive,0.46456878246547273,none
tff,TFF Detailed,Leveraged Funds,lev_money,vix_inverse,"VIX only, inverted",single,positive = net short VIX / hedge selling; negative = net long VIX / hedge buying,NASDAQ-100,4w,534,514,20,1.6081661894233994,0.6755336928873841,0.9326324965360153,68.48249027237354,55.00000000000001,-3.154788926795865,-3.5614200423145883,0.6372753549848886,0.5239455010676042,positive,0.9326324965360153,none
tff,TFF Detailed,Leveraged Funds,lev_money,combined,Combined SP+NQ-VIX,combined,positive = equity risk-on net long; negative = equity risk-on net short,NASDAQ-100,13w,525,31,494,0.4526172340801098,5.398922615917676,-4.946305381837566,45.16129032258064,78.34008097165992,-12.08303165043635,-5.202677171341697,-0.9837177345073436,0.3252543175591885,negative,4.946305381837566,weak/mixed
tff,TFF Detailed,Leveraged Funds,lev_money,sp500,S&P 500 only,single,positive = net long S&P 500; negative = net short S&P 500,NASDAQ-100,13w,525,20,505,1.2319955572506156,5.260314842326342,-4.028319285075726,50.0,77.42574257425743,-9.334359249426518,-5.461404591718407,-0.6749794468205255,0.4996888231754552,negative,4.028319285075726,weak/mixed
tff,TFF Detailed,Leveraged Funds,lev_money,nq,NASDAQ-100 only,single,positive = net long NASDAQ-100; negative = net short NASDAQ-100,NASDAQ-100,13w,525,108,417,5.5892340395237925,4.9819223747032275,0.607311664820565,85.18518518518519,74.10071942446042,-3.824551697702126,-6.071090936341717,0.459846625252648,0.6456263137993191,positive,0.607311664820565,none
tff,TFF Detailed,Leveraged Funds,lev_money,combined,Combined SP+NQ-VIX,combined,positive = equity risk-on net long; negative = equity risk-on net short,NASDAQ-100,26w,512,31,481,2.866794796226753,10.802552625169081,-7.935757828942329,51.61290322580645,84.82328482328482,-16.214578243640833,-6.923123508747372,-0.8732638500544594,0.3825192796632435,negative,7.935757828942329,weak/mixed
tff,TFF Detailed,Leveraged Funds,lev_money,sp500,S&P 500 only,single,positive = net long S&P 500; negative = net short S&P 500,NASDAQ-100,26w,512,20,492,3.007706212482668,10.619399038901838,-7.611692826419169,55.00000000000001,83.94308943089432,-13.400176148464501,-7.2452658745753284,-0.9597177451397787,0.3371972898562063,negative,7.611692826419169,weak/mixed
tff,TFF Detailed,Leveraged Funds,lev_money,nq,NASDAQ-100 only,single,positive = net long NASDAQ-100; negative = net short NASDAQ-100,NASDAQ-100,26w,512,108,404,11.75163309204997,9.939906132296935,1.8117269597530345,90.74074074074075,80.6930693069307,-4.553830897266633,-8.269456921672168,1.052436722221523,0.29259922799500915,positive,1.8117269597530345,weak/mixed
tff,TFF Detailed,Other Reportables,other_reportable,combined,Combined SP+NQ-VIX,combined,positive = equity risk-on net long; negative = equity risk-on net short,S&P 500,1w,537,117,420,0.2829898318582494,0.26102438449134646,0.021965447366902924,58.97435897435898,62.38095238095238,-1.0927149382408028,-1.0474784382746474,0.10310887882680085,0.9178765583006012,positive,0.021965447366902924,none
tff,TFF Detailed,Other Reportables,other_reportable,sp500,S&P 500 only,single,positive = net long S&P 500; negative = net short S&P 500,S&P 500,1w,537,109,428,0.24089530787344826,0.272155287980315,-0.03125998010686676,58.71559633027523,62.383177570093466,-1.1619259961194996,-1.0306977997021036,-0.14416214946489972,0.8853724290236785,negative,0.03125998010686676,none
tff,TFF Detailed,Other Reportables,other_reportable,nq,NASDAQ-100 only,single,positive = net long NASDAQ-100; negative = net short NASDAQ-100,S&P 500,1w,537,170,367,0.34380799484766866,0.2296803615522534,0.11412763329541525,60.588235294117645,62.125340599455036,-0.8570155246715372,-1.1501252115949987,0.5811991760242408,0.5611062229427669,positive,0.11412763329541525,none
tff,TFF Detailed,Other Reportables,other_reportable,vix_inverse,"VIX only, inverted",single,positive = net short VIX / hedge selling; negative = net long VIX / hedge buying,S&P 500,1w,537,95,442,0.015797645531503177,0.3195458721454477,-0.3037482266139445,54.736842105263165,63.12217194570135,-1.0587100815149717,-1.0570387649448043,-1.432704808137669,0.15194221485607784,negative,0.3037482266139445,weak/mixed
tff,TFF Detailed,Other Reportables,other_reportable,combined,Combined SP+NQ-VIX,combined,positive = equity risk-on net long; negative = equity risk-on net short,S&P 500,4w,534,116,418,1.2089367537494653,1.0324647469204384,0.17647200682902686,66.37931034482759,70.81339712918661,-2.55740509404574,-2.4797517645372302,0.2673560431563228,0.7891950403838672,positive,0.17647200682902686,none
tff,TFF Detailed,Other Reportables,other_reportable,sp500,S&P 500 only,single,positive = net long S&P 500; negative = net short S&P 500,S&P 500,4w,534,108,426,1.1507379778098727,1.0505333944699882,0.10020458333988458,64.81481481481481,71.12676056338029,-2.6931932147807025,-2.4467848856562253,0.14490377543451077,0.8847868455340602,positive,0.10020458333988458,none
tff,TFF Detailed,Other Reportables,other_reportable,nq,NASDAQ-100 only,single,positive = net long NASDAQ-100; negative = net short NASDAQ-100,S&P 500,4w,534,167,367,1.181011892389454,1.0206483422851294,0.16036355010432457,70.05988023952095,69.75476839237056,-2.130576094755898,-2.66318534240227,0.29602795112143016,0.7672087356211086,positive,0.16036355010432457,none
tff,TFF Detailed,Other Reportables,other_reportable,vix_inverse,"VIX only, inverted",single,positive = net short VIX / hedge selling; negative = net long VIX / hedge buying,S&P 500,4w,534,95,439,1.2031938392137562,1.0421492321694177,0.16104460704433854,65.26315789473685,70.84282460136674,-2.2285691229834073,-2.554626792260693,0.29458984724229664,0.7683072189000835,positive,0.16104460704433854,none
tff,TFF Detailed,Other Reportables,other_reportable,combined,Combined SP+NQ-VIX,combined,positive = equity risk-on net long; negative = equity risk-on net short,S&P 500,13w,525,112,413,4.235441325356411,3.214065697543638,1.0213756278127728,79.46428571428571,76.27118644067797,-4.938674800229296,-4.567034392046249,0.5868939366354747,0.5572749422640871,positive,1.0213756278127728,none
tff,TFF Detailed,Other Reportables,other_reportable,sp500,S&P 500 only,single,positive = net long S&P 500; negative = net short S&P 500,S&P 500,13w,525,105,420,4.147105433325766,3.253172597681513,0.8939328356442533,80.0,76.19047619047619,-5.211605071517165,-4.504995831027333,0.5754109449021854,0.5650134037234749,positive,0.8939328356442533,none
tff,TFF Detailed,Other Reportables,other_reportable,nq,NASDAQ-100 only,single,positive = net long NASDAQ-100; negative = net short NASDAQ-100,S&P 500,13w,525,162,363,3.6549086295255764,3.3324610565903505,0.32244757293522586,79.01234567901234,76.03305785123968,-4.227722139140628,-4.83312891184573,0.23643720236935215,0.8130934310632655,positive,0.32244757293522586,none
tff,TFF Detailed,Other Reportables,other_reportable,vix_inverse,"VIX only, inverted",single,positive = net short VIX / hedge selling; negative = net long VIX / hedge buying,S&P 500,13w,525,94,431,3.179961578411187,3.4869191952547305,-0.3069576168435435,77.6595744680851,76.79814385150812,-4.29102614333585,-4.723805856304436,-0.25673873093171135,0.7973804704609526,negative,0.3069576168435435,none
tff,TFF Detailed,Other Reportables,other_reportable,combined,Combined SP+NQ-VIX,combined,positive = equity risk-on net long; negative = equity risk-on net short,S&P 500,26w,512,99,413,7.957367894234627,6.619554780858124,1.3378131133765034,84.84848484848484,78.93462469733656,-7.496339692049314,-6.362933519338515,0.48953310584861104,0.6244643224711363,positive,1.3378131133765034,none
tff,TFF Detailed,Other Reportables,other_reportable,sp500,S&P 500 only,single,positive = net long S&P 500; negative = net short S&P 500,S&P 500,26w,512,92,420,8.259223962897378,6.575730812945415,1.6834931499519632,88.04347826086956,78.33333333333333,-7.288464737545606,-6.427358136060698,0.669750147640514,0.5030170779732723,positive,1.6834931499519632,weak/mixed
tff,TFF Detailed,Other Reportables,other_reportable,nq,NASDAQ-100 only,single,positive = net long NASDAQ-100; negative = net short NASDAQ-100,S&P 500,26w,512,152,360,6.306338784891536,7.119700140889222,-0.813361355997686,81.57894736842105,79.44444444444444,-6.684830465924833,-6.538708172719761,-0.3566394381510584,0.7213617490500809,negative,0.813361355997686,none
tff,TFF Detailed,Other Reportables,other_reportable,vix_inverse,"VIX only, inverted",single,positive = net short VIX / hedge selling; negative = net long VIX / hedge buying,S&P 500,26w,512,88,424,7.493999749918802,6.750432943468818,0.7435668064499845,89.77272727272727,78.06603773584906,-5.588322284355547,-6.78834153768019,0.500211346688007,0.6169262696341825,positive,0.7435668064499845,none
tff,TFF Detailed,Other Reportables,other_reportable,combined,Combined SP+NQ-VIX,combined,positive = equity risk-on net long; negative = equity risk-on net short,NASDAQ-100,1w,537,117,420,0.4233708547514056,0.3900356384361836,0.033335216315222016,59.82905982905983,59.523809523809526,-1.4704309276945817,-1.3945711379898504,0.11519536159304342,0.9082902751156389,positive,0.033335216315222016,none
tff,TFF Detailed,Other Reportables,other_reportable,sp500,S&P 500 only,single,positive = net long S&P 500; negative = net short S&P 500,NASDAQ-100,1w,537,109,428,0.33094061506568623,0.41419820352091535,-0.08325758845522913,56.88073394495413,60.280373831775705,-1.5756490890995505,-1.3691928639816637,-0.27688259997529796,0.7818702536727886,negative,0.08325758845522913,none
tff,TFF Detailed,Other Reportables,other_reportable,nq,NASDAQ-100 only,single,positive = net long NASDAQ-100; negative = net short NASDAQ-100,NASDAQ-100,1w,537,170,367,0.4788696956738388,0.3595136509116048,0.11935604476223399,61.1764705882353,58.855585831062676,-1.173772787104734,-1.521032486888824,0.465274016327841,0.6417352398037374,positive,0.11935604476223399,none
tff,TFF Detailed,Other Reportables,other_reportable,vix_inverse,"VIX only, inverted",single,positive = net short VIX / hedge selling; negative = net long VIX / hedge buying,NASDAQ-100,1w,537,95,442,0.020292059325113663,0.4783294400751715,-0.4580373807500578,53.68421052631579,60.85972850678733,-1.5354590169653466,-1.3843703391047406,-1.5218067936626738,0.128057498728843,negative,0.4580373807500578,weak/mixed
tff,TFF Detailed,Other Reportables,other_reportable,combined,Combined SP+NQ-VIX,combined,positive = equity risk-on net long; negative = equity risk-on net short,NASDAQ-100,4w,534,116,418,1.5639441597671018,1.575814767197108,-0.01187060743000612,62.06896551724138,69.61722488038278,-3.3687636736268036,-3.1148644092790834,-0.01303151157965342,0.9896026523876085,negative,0.01187060743000612,none
tff,TFF Detailed,Other Reportables,other_reportable,sp500,S&P 500 only,single,positive = net long S&P 500; negative = net short S&P 500,NASDAQ-100,4w,534,108,426,1.4003984239485712,1.6170541442134487,-0.21665572026487756,61.111111111111114,69.71830985915493,-3.6354050119631904,-3.0520332580454026,-0.22441990905867634,0.8224305805501015,negative,0.21665572026487756,none
tff,TFF Detailed,Other Reportables,other_reportable,nq,NASDAQ-100 only,single,positive = net long NASDAQ-100; negative = net short NASDAQ-100,NASDAQ-100,4w,534,167,367,1.6498517507473351,1.5383728960397,0.11147885470763508,67.66467065868264,68.11989100817438,-2.810769644508937,-3.3334914947857595,0.1534103276337869,0.8780747010183011,positive,0.11147885470763508,none
tff,TFF Detailed,Other Reportables,other_reportable,vix_inverse,"VIX only, inverted",single,positive = net short VIX / hedge selling; negative = net long VIX / hedge buying,NASDAQ-100,4w,534,95,439,1.4828640166183464,1.5927927417827608,-0.10992872516441432,64.21052631578948,68.79271070615034,-3.1651996562801297,-3.171061371008551,-0.14919200173325808,0.8814021310540209,negative,0.10992872516441432,none
tff,TFF Detailed,Other Reportables,other_reportable,combined,Combined SP+NQ-VIX,combined,positive = equity risk-on net long; negative = equity risk-on net short,NASDAQ-100,13w,525,112,413,5.816973125183902,4.914280669489632,0.9026924556942699,71.42857142857143,77.72397094430993,-6.3110000350116495,-5.418558111101745,0.3727674927613635,0.7093214988555647,positive,0.9026924556942699,none
tff,TFF Detailed,Other Reportables,other_reportable,sp500,S&P 500 only,single,positive = net long S&P 500; negative = net short S&P 500,NASDAQ-100,13w,525,105,420,5.773101127058736,4.940293543282495,0.8328075837762405,71.42857142857143,77.61904761904762,-6.7460440568303195,-5.324671137712243,0.3701718275920387,0.7112544663079595,positive,0.8328075837762405,none
tff,TFF Detailed,Other Reportables,other_reportable,nq,NASDAQ-100 only,single,positive = net long NASDAQ-100; negative = net short NASDAQ-100,NASDAQ-100,13w,525,162,363,4.881601110110749,5.20738161620351,-0.32578050609276143,75.92592592592592,76.5840220385675,-5.5358696172057495,-5.641558197848467,-0.18169305801862412,0.8558236141929703,negative,0.32578050609276143,none
tff,TFF Detailed,Other Reportables,other_reportable,vix_inverse,"VIX only, inverted",single,positive = net short VIX / hedge selling; negative = net long VIX / hedge buying,NASDAQ-100,13w,525,94,431,5.293805941122697,5.066081550009934,0.22772439111276288,77.6595744680851,76.10208816705337,-5.697046560155256,-5.589731153484295,0.12253901637114362,0.9024721482088576,positive,0.22772439111276288,none
tff,TFF Detailed,Other Reportables,other_reportable,combined,Combined SP+NQ-VIX,combined,positive = equity risk-on net long; negative = equity risk-on net short,NASDAQ-100,26w,512,99,413,11.214654995228353,10.108105585621674,1.1065494096066786,88.88888888888889,81.35593220338984,-8.995593601728517,-7.123754398763265,0.3064968602970093,0.7592263700067801,positive,1.1065494096066786,none
tff,TFF Detailed,Other Reportables,other_reportable,sp500,S&P 500 only,single,positive = net long S&P 500; negative = net short S&P 500,NASDAQ-100,26w,512,92,420,11.80263204560481,9.997753102842179,1.804878942762631,88.04347826086956,81.66666666666667,-8.904499774758502,-7.174905604720404,0.5416094594859926,0.5880875738933171,positive,1.804878942762631,weak/mixed
tff,TFF Detailed,Other Reportables,other_reportable,nq,NASDAQ-100 only,single,positive = net long NASDAQ-100; negative = net short NASDAQ-100,NASDAQ-100,26w,512,152,360,8.787549605317514,10.969974753836379,-2.182425148518865,83.55263157894737,82.5,-8.320982874486482,-7.133013712051128,-0.696752947237949,0.4859574171594856,negative,2.182425148518865,weak/mixed
tff,TFF Detailed,Other Reportables,other_reportable,vix_inverse,"VIX only, inverted",single,positive = net short VIX / hedge selling; negative = net long VIX / hedge buying,NASDAQ-100,26w,512,88,424,10.973867263283744,10.186788047689598,0.7870792155941455,88.63636363636364,81.60377358490565,-7.258064656710198,-7.532935479881732,0.3235811900381521,0.7462551306000988,positive,0.7870792155941455,none
